"# background genes","# genes","category","chart color","description","FDR value","genes","network.SUID","nodes.SUID","p-value","PMID","term name","transferred FDR value","year"
"6","2","GO Biological Process","","fatty-acyl-CoA catabolic process","0.0469","ABCD1|ACOT7","85041","85151|85178","5.1E-4","","GO:0036115","0.1328827157284917","0"
"6","2","GO Biological Process","","Ketone body biosynthetic process","0.0469","AACS|ACSS3","85041","85304|85247","5.1E-4","","GO:0046951","0.1328827157284917","0"
"6","2","GO Biological Process","","Medium-chain fatty acid biosynthetic process","0.0469","ABHD2|ACOT7","85041","85250|85178","5.1E-4","","GO:0051792","0.1328827157284917","0"
"6","2","GO Biological Process","","Xenobiotic transport across blood-brain barrier","0.0469","ABCB1|ABCG2","85041","85352|85280","5.1E-4","","GO:1990962","0.1328827157284917","0"
"7","2","Reactome Pathways","","TYSND1 cleaves peroxisomal proteins","0.0485","ACOX1|ACAA1","85041","85220|85133","6.6E-4","","HSA-9033500","0.13142582613977363","0"
"34","3","GO Biological Process","","Peroxisome organization","0.0491","ABCD1|ACOX1|ABCD4","85041","85151|85220|85259","5.5E-4","","GO:0007031","0.13089185078770316","0"
"5","2","STRING Clusters","","Baraitser-Winter syndrome, and Melon allergy","0.0491","ACTG1|ACTB","85041","85202|85346","3.9E-4","","CL:17888","0.13089185078770316","0"
"5","2","STRING Clusters","","Regulation of signaling by NODAL","0.0491","ACVR2B|ACVR1B","85041","85175|85211","3.9E-4","","CL:21361","0.13089185078770316","0"
"5","2","STRING Clusters","","Megacystis-microcolon-intestinal hypoperistalsis syndrome, and Calponin repeat","0.0491","ACTA2|ACTG2","85041","85130|85256","3.9E-4","","CL:22672","0.13089185078770316","0"
"5","2","STRING Clusters","","Putative adherens-junction anchoring domain, and Costars domain","0.0491","ABLIM1|ABLIM3","85041","85265|85331","3.9E-4","","CL:22956","0.13089185078770316","0"
"5","2","STRING Clusters","","arachidonate-CoA ligase activity","0.0491","ACSL3|ACSL6","85041","85319|85232","3.9E-4","","CL:8910","0.13089185078770316","0"
"83","4","GO Biological Process","","Carbohydrate derivative transport","0.0496","ABCC6|ABCD1|ABCC3|ABCG1","85041","85193|85151|85307|85196","5.6E-4","","GO:1901264","0.13045183235098026","0"
